item_id,order_id,product_id,quantity,unit_price,discount_percent
I01391,O00655,P0089,5,153.97,5
I01392,O00356,P0197,4,110.82,5
I01393,O00369,P0111,3,852.72,0
I01394,O00947,P0092,4,670.69,20
I01395,O00697,P0043,3,693.02,20
I01396,O00641,P0038,5,26.37,15
I01397,O00164,P0147,2,632.28,5
I01398,O00084,P0108,5,91.43,10
I01399,O00107,P0148,-5,673.12,0
I01400,O00758,P0059,3,660.72,0
I01401,O00750,P0096,4,188.33,20
I01402,O00403,P0057,4,522.57,0
I01403,O00232,P0164,2,848.0,20
I01404,O00193,P0184,-5,1080.67,5
I01405,O00148,P0019,3,372.08,5
I01406,O00311,P0054,1,675.66,0
I01407,O00025,P0005,1,569.41,20
I01408,O00795,P0175,3,698.7,0
I01409,O00433,P0092,1,648.33,0
I01410,O00352,P0100,3,591.38,10
I01411,O00942,P0123,5,282.89,5
I01412,O00033,P0128,1,591.0,5
I01413,O00882,P0099,1,494.13,10
I01414,O00636,P0090,4,311.35,5
I01415,O00040,P0125,1,365.27,10
I01416,O00095,P0022,1,169.29,15
I01417,O00346,P0062,4,218.47,0
I01418,O00566,P0199,4,503.98,5
I01419,O00098,P0003,5,952.71,20
I01420,O00029,P0130,5,117.42,0
I01421,O00714,P0145,5,203.05,0
I01422,O00260,P0150,5,666.6,5
I01423,O00301,P0042,5,228.71,0
I01424,O00704,P0040,1,251.77,5
I01425,O00256,P0002,2,222.58,0
I01426,O00310,P0047,5,464.51,0
I01427,O00731,P0114,1,626.85,0
I01428,O00136,P0190,5,52.02,5
I01429,O00509,P0094,4,196.65,10
I01430,O00920,P0178,5,205.26,5
I01431,O00035,P0072,4,303.61,0
I01432,O00270,P0171,4,107.35,0
I01433,O00929,P0036,2,522.27,0
I01434,O00681,P0051,5,841.51,0
I01435,O00490,P0018,2,184.39,0
I01436,O00574,P0011,2,444.35,15
I01437,O00719,P0101,-1,670.94,0
I01438,O00116,P0135,5,53.31,0
I01439,O00902,P0036,2,922.82,20
I01440,O00219,P0049,4,833.18,0
I01441,O00177,P0100,5,779.6,0
I01442,O00150,P0171,5,80.2,20
I01443,O00070,P0123,1,436.59,0
I01444,O00642,P0193,3,566.55,20
I01445,O00269,P0105,4,460.75,0
I01446,O00800,P0102,-3,488.73,10
I01447,O00857,P0058,2,896.25,20
I01448,O00522,P0105,2,555.39,10
I01449,O00295,P0128,4,763.48,5
I01450,O00068,P0144,2,1000.93,0
I01451,O00379,P0072,4,482.47,0
I01452,O00311,P0138,3,355.72,5
I01453,O00524,P0125,5,422.85,15
I01454,O00620,P0154,5,452.96,0
I01455,O00094,P0178,3,290.28,10
I01456,O00647,P0017,3,518.11,20
I01457,O00296,P0153,3,456.28,0
I01458,O00929,P0062,3,432.51,0
I01459,O00846,P0086,4,20.68,10
I01460,O00435,P0172,5,900.34,0
I01461,O00822,P0198,2,746.95,0
I01462,O00730,P0139,2,634.05,10
I01463,O00533,P0045,3,531.99,0
I01464,O00613,P0163,2,668.76,20
I01465,O00509,P0096,4,213.58,10
I01466,O00471,P0138,3,305.84,0
I01467,O00128,P0097,4,140.07,0
I01468,O00832,P0066,4,771.29,10
I01469,O00598,P0071,4,101.73,0
I01470,O00438,P0161,5,215.38,5
I01471,O00397,P0081,2,496.49,20
I01472,O00821,P0014,1,755.33,10
I01473,O00549,P0069,1,682.56,15
I01474,O00434,P0053,5,618.4,0
I01475,O00346,P0160,3,814.58,0
I01476,O00226,P0159,3,836.59,0
I01477,O00861,P0061,5,632.79,20
I01478,O00226,P0044,4,366.93,10
I01479,O00018,P0042,5,346.71,0
I01480,O00829,P0125,2,462.08,0
I01481,O00248,P0118,2,717.71,0
I01482,O00110,P0001,3,689.81,20
I01483,O00615,P0099,2,375.78,0
I01484,O00419,P0183,2,1024.06,5
I01485,O00872,P0158,1,875.64,0
I01486,O00211,P0173,5,461.76,0
I01487,O00512,P0130,4,162.64,0
I01488,O00148,P0181,4,442.7,5
I01489,O00213,P0056,4,101.27,15
I01490,O00298,P0060,4,1010.27,15
I01491,O00958,P0145,1,177.11,20
I01492,O00023,P0100,3,570.57,5
I01493,O00447,P0186,4,538.58,0
I01494,O00357,P0059,3,655.73,0
I01495,O00225,P0150,5,685.37,0
I01496,O00867,P0010,3,185.69,0
I01497,O00093,P0182,1,817.35,10
I01498,O00052,P0065,3,208.62,0
I01499,O00146,P0112,2,521.12,0
I01500,O00171,P0134,1,70.59,10
I01501,O00671,P0190,5,48.78,5
I01502,O00917,P0043,2,739.7,0
I01503,O00069,P0198,2,675.9,20
I01504,O00474,P0142,2,425.8,0
I01505,O00252,P0003,2,901.3,10
I01506,O00833,P0006,1,652.49,0
I01507,O00050,P0121,2,648.16,10
I01508,O00855,P0095,3,314.21,5
I01509,O00180,P0182,2,576.5,10
I01510,O00773,P0011,4,384.63,0
I01511,O00472,P0136,4,311.77,15
I01512,O00414,P0135,5,46.83,10
I01513,O00592,P0184,4,1050.37,10
I01514,O00960,P0105,4,500.49,0
I01515,O00212,P0019,3,563.77,0
I01516,O00619,P0106,3,254.61,0
I01517,O00499,P0051,2,881.9,15
I01518,O00769,P0038,5,29.05,15
I01519,O00144,P0167,4,274.93,0
I01520,O00923,P0059,3,659.59,5
I01521,O00730,P0120,2,814.51,5
I01522,O00983,P0014,2,1145.24,0
I01523,O00303,P0096,4,238.63,15
I01524,O00894,P0111,3,602.74,10
I01525,O00565,P0123,4,290.48,0
I01526,O00199,P0080,2,515.32,0
I01527,O00150,P0191,3,278.67,10
I01528,O00224,P0162,1,637.89,0
I01529,O00818,P0157,5,526.71,0
I01530,O00053,P0133,4,959.13,5
I01531,O00782,P0132,5,318.2,10
I01532,O00519,P0018,2,227.36,5
I01533,O00339,P0170,3,495.6,20
I01534,O00937,P0051,4,778.18,0
I01535,O00043,P0012,2,418.37,10
I01536,O00199,P0107,2,563.65,10
I01537,O00262,P0054,-1,391.59,0
I01538,O00272,P0187,1,400.17,0
I01539,O00948,P0173,1,581.14,20
I01540,O00921,P0088,3,759.8,0
I01541,O00591,P0143,3,772.1,0
I01542,O00540,P0040,5,323.77,0
I01543,O00826,P0153,2,283.47,0
I01544,O00445,P0124,5,451.99,15
I01545,O00415,P0014,3,1085.24,0
I01546,O00110,P0038,2,30.58,0
I01547,O00476,P0040,5,320.58,5
I01548,O00761,P0103,3,785.83,0
I01549,O00167,P0160,1,1022.41,0
I01550,O00447,P0104,2,411.45,0
I01551,O00342,P0095,2,319.68,5
I01552,O00951,P0102,4,503.36,0
I01553,O00294,P0063,2,746.12,10
I01554,O00335,P0152,1,489.38,0
I01555,O00816,P0189,-5,580.74,0
I01556,O00957,P0179,1,152.82,0
I01557,O00034,P0035,3,320.83,20
I01558,O00717,P0092,1,385.39,0
I01559,O00339,P0026,5,619.32,0
I01560,O00630,P0001,2,869.77,5
I01561,O00844,P0126,5,43.29,20
I01562,O00539,P0019,3,339.12,5
I01563,O00621,P0067,5,409.6,10
I01564,O00230,P0177,4,178.25,15
I01565,O00167,P0178,4,255.59,10
I01566,O00314,P0076,4,452.91,0
I01567,O00814,P0080,2,641.99,0
I01568,O00721,P0040,1,338.95,0
I01569,O00152,P0028,2,559.91,0
I01570,O00290,P0198,3,696.93,15
I01571,O00494,P0112,5,747.4,0
I01572,O00960,P0182,4,838.99,0
I01573,O00161,P0101,1,455.0,20
I01574,O00874,P0065,4,210.2,5
I01575,O00803,P0182,4,561.0,0
I01576,O00764,P0182,3,999.37,20
I01577,O00581,P0180,2,175.89,5
I01578,O00096,P0125,3,279.9,0
I01579,O00246,P0132,3,352.62,15
I01580,O00185,P0107,1,649.08,15
I01581,O00352,P0158,1,614.52,20
I01582,O00845,P0129,2,317.2,15
I01583,O00879,P0189,3,624.71,10
I01584,O00605,P0157,2,572.4,15
I01585,O00820,P0011,5,533.99,10
I01586,O00774,P0117,3,491.75,10
I01587,O00643,P0017,4,516.68,10
I01588,O00586,P0060,5,614.6,0
I01589,O00308,P0167,2,374.75,10
I01590,O00261,P0102,5,428.63,0
I01591,O00975,P0116,1,536.22,0
I01592,O00822,P0071,5,168.88,0
I01593,O00514,P0188,3,402.46,15
I01594,O00053,P0128,2,730.52,10
I01595,O00295,P0200,2,668.6,5
I01596,O00575,P0186,5,839.98,0
I01597,O00702,P0110,2,295.51,0
I01598,O00102,P0034,3,706.02,0
I01599,O00688,P0066,4,467.95,0
I01600,O00371,P0025,3,649.38,10
I01601,O00709,P0141,1,1051.34,20
I01602,O00125,P0001,1,864.24,20
I01603,O00777,P0070,1,946.74,0
I01604,O00125,P0129,5,350.74,0
I01605,O00493,P0172,1,635.1,0
I01606,O00362,P0046,2,494.37,0
I01607,O00743,P0005,5,870.34,20
I01608,O00785,P0023,2,501.89,0
I01609,O00535,P0177,4,192.21,20
I01610,O00647,P0090,-4,278.56,5
I01611,O00107,P0132,4,218.74,0
I01612,O00636,P0164,5,806.2,0
I01613,O01000,P0191,4,419.74,5
I01614,O00397,P0083,2,186.59,0
I01615,O00464,P0049,-3,558.82,15
I01616,O00957,P0096,4,217.83,0
I01617,O00993,P0081,1,501.79,0
I01618,O00609,P0134,1,69.31,5
I01619,O00507,P0142,3,412.75,20
I01620,O00034,P0164,3,704.56,5
I01621,O00301,P0010,1,356.09,15
I01622,O00988,P0036,4,994.58,0
I01623,O00349,P0106,5,252.68,5
I01624,O00316,P0190,1,33.23,0
I01625,O00336,P0048,2,42.99,10
I01626,O00614,P0026,1,1168.95,20
I01627,O00342,P0082,2,551.86,10
I01628,O00820,P0021,3,704.26,20
I01629,O00564,P0194,1,550.16,10
I01630,O00958,P0148,5,517.35,10
I01631,O00674,P0077,4,107.96,0
I01632,O00320,P0108,3,74.3,0
I01633,O00141,P0018,5,113.57,5
I01634,O00044,P0121,4,815.09,0
I01635,O00163,P0152,2,480.47,0
I01636,O00190,P0167,1,365.9,0
I01637,O00482,P0056,2,92.41,20
I01638,O00885,P0175,4,471.51,10
I01639,O00897,P0070,2,794.04,0
I01640,O00061,P0111,4,526.18,10
I01641,O00300,P0089,5,155.11,10
I01642,O00295,P0069,1,601.77,0
I01643,O00664,P0155,1,331.11,0
I01644,O00765,P0065,5,167.88,15
I01645,O00595,P0031,2,106.95,0
I01646,O00237,P0064,1,324.97,0
I01647,O00989,P0056,1,126.69,15
I01648,O00216,P0184,1,838.21,0
I01649,O00212,P0115,1,165.67,0
I01650,O00421,P0097,3,206.62,0
I01651,O00879,P0163,4,471.46,20
I01652,O00682,P0170,4,869.58,5
I01653,O00051,P0065,-4,163.98,20
I01654,O00911,P0016,5,264.1,5
I01655,O00114,P0074,3,303.17,20
I01656,O00015,P0122,5,462.39,5
I01657,O00357,P0078,4,162.92,20
I01658,O00283,P0123,3,317.65,0
I01659,O00449,P0035,-2,314.12,5
I01660,O00225,P0142,2,408.82,15
I01661,O00380,P0134,1,54.63,15
I01662,O00529,P0080,1,543.96,0
I01663,O00248,P0073,2,115.63,15
I01664,O00954,P0143,5,855.27,10
I01665,O00944,P0047,5,243.32,0
I01666,O00336,P0197,5,93.08,0
I01667,O00002,P0124,1,611.58,15
I01668,O00783,P0109,3,473.52,15
I01669,O00412,P0172,5,738.83,0
I01670,O00099,P0098,2,817.22,0
I01671,O00047,P0087,2,556.18,5
I01672,O00234,P0111,1,760.73,0
I01673,O00579,P0036,1,583.62,5
I01674,O00548,P0190,5,47.76,0
I01675,O00227,P0189,3,438.23,0
I01676,O00012,P0151,3,427.34,5
I01677,O00915,P0054,2,553.2,0
I01678,O00825,P0065,5,253.08,20
I01679,O00247,P0012,3,548.12,15
I01680,O00776,P0179,4,287.43,0
I01681,O00815,P0106,1,198.67,10
I01682,O00235,P0148,4,686.58,0
I01683,O00772,P0116,2,376.47,0
I01684,O00643,P0147,-3,403.59,20
I01685,O00161,P0060,2,600.1,0
I01686,O00203,P0034,1,1024.5,0
I01687,O00634,P0035,2,258.32,20
I01688,O00902,P0195,4,66.51,0
I01689,O00854,P0041,1,344.13,0
I01690,O00546,P0045,4,351.42,20
I01691,O00162,P0055,4,479.2,0
I01692,O00717,P0043,5,793.56,15
I01693,O00544,P0152,5,911.85,5
I01694,O00162,P0153,5,280.85,5
I01695,O00436,P0045,4,409.55,0
I01696,O00621,P0055,1,520.0,0
I01697,O00385,P0198,1,833.99,0
I01698,O00816,P0178,1,229.86,15
I01699,O00547,P0029,4,449.63,10
I01700,O00730,P0189,1,619.16,10
I01701,O00897,P0060,2,982.03,10
I01702,O00879,P0156,1,534.29,10
I01703,O00086,P0087,1,451.93,0
I01704,O00563,P0035,1,270.55,20
I01705,O00859,P0053,2,1020.34,0
I01706,O00531,P0038,1,22.8,15
I01707,O00560,P0021,3,789.49,15
I01708,O00283,P0087,-1,650.78,20
I01709,O00681,P0177,-1,101.09,0
I01710,O00776,P0191,5,284.68,15
I01711,O00195,P0124,1,503.12,10
I01712,O00664,P0096,5,123.57,0
I01713,O00362,P0081,1,815.35,10
I01714,O00662,P0075,3,509.3,10
I01715,O00833,P0038,5,24.8,0
I01716,O00503,P0134,1,49.09,20
I01717,O00782,P0074,1,340.94,5
I01718,O00042,P0130,1,102.84,0
I01719,O00003,P0170,2,604.25,15
I01720,O00350,P0023,5,562.59,0
I01721,O00415,P0097,2,202.01,20
I01722,O00276,P0131,3,457.38,0
I01723,O00375,P0080,5,716.27,0
I01724,O00566,P0183,4,601.35,0
I01725,O00247,P0106,5,290.86,10
I01726,O00364,P0005,5,558.16,0
I01727,O00063,P0069,1,660.23,0
I01728,O00855,P0136,5,388.99,15
I01729,O00006,P0067,3,757.64,15
I01730,O00182,P0141,4,994.88,0
I01731,O00529,P0050,2,666.99,0
I01732,O00410,P0069,1,393.03,5
I01733,O00634,P0174,2,95.92,15
I01734,O00686,P0171,4,91.63,0
I01735,O00249,P0108,2,80.48,15
I01736,O00866,P0136,1,260.83,20
I01737,O00258,P0022,1,214.43,0
I01738,O00969,P0162,3,869.42,0
I01739,O00776,P0075,1,522.15,20
I01740,O00235,P0185,3,606.82,0
I01741,O00301,P0050,1,731.48,5
I01742,O00387,P0079,3,1025.77,10
I01743,O00590,P0136,1,358.69,15
I01744,O00112,P0095,5,326.98,20
I01745,O00283,P0085,2,462.4,20
I01746,O00714,P0016,3,209.3,15
I01747,O00655,P0015,3,708.88,0
I01748,O00214,P0196,2,524.62,0
I01749,O00602,P0081,1,625.5,0
I01750,O00827,P0037,1,35.12,10
I01751,O00466,P0135,1,53.82,10
I01752,O01000,P0051,1,1008.69,0
I01753,O00505,P0056,3,162.63,0
I01754,O00904,P0105,1,896.36,20
I01755,O00627,P0195,3,118.22,0
I01756,O00473,P0129,5,415.16,10
I01757,O00914,P0003,-2,603.8,0
I01758,O00831,P0008,3,342.67,0
I01759,O00563,P0033,5,505.23,0
I01760,O00705,P0097,4,179.47,0
I01761,O00843,P0153,4,453.77,10
I01762,O00697,P0055,5,796.79,0
I01763,O00908,P0015,5,606.44,0
I01764,O00892,P0135,5,44.37,10
I01765,O00300,P0058,5,894.96,20
I01766,O00028,P0151,4,305.01,20
I01767,O00741,P0041,5,479.52,0
I01768,O00076,P0062,3,287.69,0
I01769,O00095,P0066,3,437.21,10
I01770,O00418,P0192,3,520.62,20
I01771,O00812,P0087,4,516.51,20
I01772,O00762,P0012,1,389.18,0
I01773,O00437,P0200,1,675.19,20
I01774,O00057,P0134,3,60.06,10
I01775,O00091,P0196,-2,481.6,0
I01776,O00329,P0191,2,479.31,0
I01777,O00920,P0088,4,613.5,0
I01778,O00447,P0147,4,487.5,10
I01779,O00660,P0037,5,60.56,0
I01780,O00768,P0011,3,660.83,0
I01781,O00813,P0136,2,267.82,0
I01782,O00489,P0171,5,79.53,0
I01783,O00218,P0060,5,883.28,0
I01784,O00105,P0171,1,114.75,0
I01785,O00520,P0095,5,369.8,20
I01786,O00297,P0074,1,451.32,5
I01787,O00262,P0150,4,791.56,15
I01788,O00587,P0160,4,1017.39,10
I01789,O00828,P0097,3,265.11,15
I01790,O00620,P0195,4,62.54,10
I01791,O00303,P0038,3,25.47,15
I01792,O00975,P0146,3,675.95,0
I01793,O00022,P0198,3,692.39,20
I01794,O00999,P0050,2,473.99,20
I01795,O00800,P0058,2,1086.0,5
I01796,O00414,P0145,1,171.39,15
I01797,O00024,P0143,4,776.42,5
I01798,O00783,P0107,1,653.43,0
I01799,O00768,P0056,2,122.07,0
I01800,O00334,P0172,3,781.02,10
I01801,O00142,P0169,1,345.78,0
I01802,O00848,P0001,4,919.41,0
I01803,O00146,P0178,4,252.12,10
I01804,O00824,P0038,3,24.88,0
I01805,O00445,P0170,5,606.36,5
I01806,O00353,P0105,2,447.4,5
I01807,O00829,P0110,2,267.04,20
I01808,O00542,P0081,1,557.72,0
I01809,O00796,P0069,2,429.61,20
I01810,O00792,P0080,3,854.58,0
I01811,O00876,P0008,2,282.22,0
I01812,O00002,P0002,5,178.18,5
I01813,O00930,P0100,1,454.98,20
I01814,O00397,P0129,1,402.03,20
I01815,O00627,P0086,1,16.71,0
I01816,O00385,P0136,3,212.27,15
I01817,O00622,P0019,3,312.19,5
I01818,O00793,P0046,5,376.73,10
I01819,O00973,P0114,2,595.5,0
I01820,O00226,P0164,1,877.61,5
I01821,O00454,P0154,2,419.17,5
I01822,O00907,P0036,4,824.94,10
I01823,O00141,P0089,-1,193.96,5
I01824,O00743,P0161,4,385.61,0
I01825,O00579,P0180,1,158.54,0
I01826,O00024,P0102,5,441.12,0
I01827,O00204,P0052,1,218.77,0
I01828,O00367,P0184,2,795.17,5
I01829,O00112,P0120,1,815.07,0
I01830,O00870,P0043,1,739.84,0
I01831,O00389,P0029,4,284.89,10
I01832,O00686,P0082,4,540.71,0
I01833,O00386,P0032,4,149.0,15
I01834,O00559,P0076,5,328.36,0
I01835,O00886,P0149,2,1026.9,0
I01836,O00523,P0012,1,506.97,0
I01837,O00055,P0061,3,736.87,5
I01838,O00482,P0137,2,899.38,15
I01839,O00810,P0128,2,921.57,0
I01840,O00015,P0042,4,331.32,10
I01841,O00550,P0047,2,311.01,5
I01842,O00176,P0147,4,617.7,15
I01843,O00622,P0113,4,195.57,0
I01844,O00896,P0139,1,652.48,0
I01845,O00557,P0175,4,483.64,0
I01846,O00587,P0193,1,431.12,15
I01847,O00603,P0140,4,226.17,0
I01848,O00465,P0123,4,523.0,5
I01849,O00242,P0104,2,548.63,0
I01850,O00374,P0196,-5,319.49,15
I01851,O00861,P0044,3,407.57,0
I01852,O00089,P0101,3,439.05,0
I01853,O00553,P0115,3,122.78,0
I01854,O00751,P0019,2,318.08,10
I01855,O00143,P0084,4,354.86,0
I01856,O00571,P0152,3,553.71,10
I01857,O00624,P0139,5,659.85,0
I01858,O00130,P0010,1,358.46,15
I01859,O00748,P0059,5,634.5,15
I01860,O00613,P0184,5,1186.75,15
I01861,O00134,P0077,3,114.01,10
I01862,O00525,P0142,1,477.59,5
I01863,O00642,P0140,1,276.07,5
I01864,O00094,P0092,2,727.28,5
I01865,O00459,P0100,5,740.4,15
I01866,O00192,P0007,4,491.3,20
I01867,O00080,P0158,4,847.91,10
I01868,O00505,P0099,5,549.9,5
I01869,O00518,P0128,2,882.41,0
I01870,O00328,P0133,4,1093.56,0
I01871,O00810,P0165,5,504.53,15
I01872,O00191,P0175,2,656.08,15
I01873,O00276,P0008,3,338.03,5
I01874,O00391,P0187,4,522.84,0
I01875,O00690,P0032,5,164.17,15
I01876,O00351,P0096,2,241.86,5
I01877,O00472,P0152,2,610.02,20
I01878,O00627,P0076,2,525.85,0
I01879,O00700,P0137,3,842.56,20
I01880,O00888,P0057,2,476.63,10
I01881,O00957,P0027,2,600.45,15
I01882,O00697,P0084,3,347.98,5
I01883,O00183,P0088,5,469.04,10
I01884,O00227,P0178,5,305.28,15
I01885,O00379,P0027,5,522.08,15
I01886,O00401,P0095,4,327.03,5
I01887,O00973,P0144,5,733.89,5
I01888,O00792,P0175,3,582.7,0
I01889,O00314,P0161,5,364.98,0
I01890,O00949,P0029,5,345.32,0
I01891,O00204,P0134,3,68.81,0
I01892,O00813,P0010,3,216.71,0
I01893,O00091,P0084,1,264.31,0
I01894,O00208,P0028,2,673.09,0
I01895,O00838,P0108,5,63.6,20
I01896,O00437,P0115,1,86.83,10
I01897,O00273,P0039,1,518.04,20
I01898,O00812,P0023,3,516.69,5
I01899,O00631,P0136,1,342.61,10
I01900,O00485,P0144,2,991.99,0
I01901,O00279,P0093,5,493.35,20
I01902,O00786,P0090,2,301.7,10
I01903,O00829,P0199,1,830.79,20
I01904,O00792,P0150,4,689.13,0
I01905,O00306,P0043,3,694.89,15
I01906,O00915,P0172,3,822.07,5
I01907,O00988,P0094,3,356.51,20
I01908,O00629,P0074,2,338.3,10
I01909,O00933,P0031,4,193.37,0
I01910,O00140,P0002,1,141.65,0
I01911,O00382,P0164,2,480.51,0
I01912,O00135,P0165,1,940.74,20
I01913,O00325,P0018,3,154.72,0
I01914,O00535,P0053,4,930.23,0
I01915,O00699,P0026,3,1092.87,10
I01916,O00632,P0099,5,704.3,5
I01917,O00148,P0128,2,674.87,15
I01918,O00808,P0113,3,171.15,0
I01919,O00765,P0002,5,250.45,15
I01920,O00172,P0095,1,328.59,20
I01921,O00834,P0045,1,565.52,0
I01922,O00857,P0017,5,297.46,20
I01923,O00661,P0002,5,133.33,5
I01924,O00757,P0003,5,623.03,0
I01925,O00502,P0041,5,435.88,0
I01926,O00546,P0043,4,699.0,0
I01927,O00682,P0117,2,952.64,5
I01928,O00476,P0083,3,152.0,0
I01929,O00496,P0035,5,373.59,0
I01930,O00146,P0159,4,590.06,15
I01931,O00568,P0062,4,222.75,20
I01932,O00187,P0184,1,983.76,0
I01933,O00065,P0118,2,532.61,15
I01934,O00746,P0056,5,159.85,20
I01935,O00949,P0008,2,217.13,10
I01936,O00932,P0158,4,1079.13,0
I01937,O00751,P0110,5,157.81,0
I01938,O00242,P0142,2,720.27,0
I01939,O00669,P0094,2,356.88,20
I01940,O00916,P0139,5,686.23,0
I01941,O00428,P0032,4,248.0,5
I01942,O00225,P0042,3,213.34,0
I01943,O00585,P0086,3,25.83,20
I01944,O00511,P0157,1,465.14,5
I01945,O00619,P0150,2,704.28,5
I01946,O00072,P0042,2,289.84,10
I01947,O00480,P0195,4,101.38,0
I01948,O00503,P0182,3,563.85,10
I01949,O00969,P0133,2,542.52,15
I01950,O00771,P0026,3,813.22,20
I01951,O00744,P0014,2,604.51,0
I01952,O00272,P0195,5,107.07,15
I01953,O00907,P0120,5,1049.7,5
I01954,O00358,P0176,3,183.81,0
I01955,O00190,P0061,4,775.62,20
I01956,O00858,P0193,1,342.57,0
I01957,O00310,P0061,1,729.59,20
I01958,O00814,P0147,4,357.96,20
I01959,O00893,P0042,5,332.1,20
I01960,O00096,P0006,5,540.35,15
I01961,O00965,P0151,1,277.11,0
I01962,O00490,P0071,5,101.16,10
I01963,O00844,P0051,5,868.95,5
I01964,O00085,P0054,4,366.19,0
I01965,O00149,P0102,2,615.57,0
I01966,O00213,P0041,4,419.2,20
I01967,O00677,P0036,5,876.67,15
I01968,O00092,P0030,4,511.29,0
I01969,O00043,P0031,1,138.77,15
I01970,O00352,P0170,5,781.71,0
I01971,O00203,P0160,2,578.08,10
I01972,O00198,P0111,2,688.29,15
I01973,O00184,P0117,3,888.25,0
I01974,O00154,P0196,2,306.56,0
I01975,O00024,P0143,5,528.28,0
I01976,O00881,P0003,3,1016.34,0
I01977,O00611,P0074,1,485.86,10
I01978,O00199,P0180,3,154.09,20
I01979,O00810,P0017,1,482.18,0
I01980,O00733,P0171,3,78.91,15
I01981,O00598,P0128,1,577.5,5
I01982,O00122,P0037,4,64.14,10
I01983,O00335,P0139,3,620.98,0
I01984,O00218,P0007,1,742.78,20
I01985,O00160,P0007,4,760.04,5
I01986,O00127,P0093,4,392.64,5
I01987,O00285,P0016,5,214.52,15
I01988,O00739,P0022,5,116.17,0
I01989,O00134,P0033,5,430.23,0
I01990,O00351,P0082,2,644.36,15
I01991,O00647,P0165,-3,521.86,0
I01992,O00128,P0005,4,947.03,10
I01993,O00937,P0197,3,93.32,20
I01994,O00316,P0160,4,911.11,20
I01995,O00357,P0096,2,243.36,0
I01996,O00492,P0028,3,723.02,0
I01997,O00114,P0012,1,644.03,10
I01998,O00126,P0010,4,282.43,0
I01999,O00461,P0103,1,907.93,5
I02000,O00529,P0011,5,370.65,15
I02001,O00687,P0094,2,315.9,20
I02002,O00738,P0028,1,723.92,0
I02003,O00521,P0011,1,424.8,5
I02004,O00730,P0059,1,812.21,0
I02005,O00370,P0136,4,258.85,20
I02006,O00411,P0045,2,322.89,10
I02007,O00446,P0047,5,420.08,5
I02008,O00437,P0181,3,575.65,0
I02009,O00124,P0144,-2,1134.81,20
I02010,O00894,P0199,4,477.46,20
I02011,O00942,P0113,4,198.09,5
I02012,O00843,P0039,5,423.83,0
I02013,O00851,P0036,4,487.4,0
I02014,O00273,P0104,1,379.57,0
I02015,O00642,P0151,-1,468.84,0
I02016,O00458,P0151,4,285.8,0
I02017,O00039,P0006,3,747.5,10
I02018,O00787,P0142,5,665.08,20
I02019,O00725,P0162,5,430.76,0
I02020,O00684,P0182,2,512.86,10
I02021,O00624,P0129,5,308.39,20
I02022,O00613,P0128,4,855.47,10
I02023,O00505,P0164,1,541.26,10
I02024,O00450,P0176,4,150.85,10
I02025,O00768,P0075,4,883.94,0
I02026,O00222,P0125,1,367.92,10
I02027,O00273,P0064,2,340.77,5
I02028,O00188,P0054,5,574.09,10
I02029,O00297,P0150,1,904.43,5
I02030,O00827,P0004,3,128.57,5
I02031,O00869,P0170,2,645.77,10
I02032,O00472,P0139,1,372.85,0
I02033,O00862,P0041,1,488.59,15
I02034,O00643,P0067,5,750.23,20
I02035,O00086,P0061,5,627.52,10
I02036,O00517,P0200,2,658.41,0
I02037,O01000,P0114,5,872.86,10
I02038,O00988,P0075,5,448.72,20
I02039,O00872,P0019,4,580.44,0
I02040,O00548,P0036,1,711.06,0
I02041,O00535,P0132,2,287.85,5
I02042,O00996,P0130,1,155.47,0
I02043,O00832,P0007,1,550.31,0
I02044,O00485,P0171,2,132.5,5
I02045,O00577,P0022,4,124.67,15
I02046,O00685,P0022,5,222.91,15
I02047,O00837,P0152,2,728.04,5
I02048,O00574,P0130,4,159.67,15
I02049,O00953,P0123,1,348.93,10
I02050,O00364,P0059,3,855.12,0
I02051,O00810,P0149,3,775.82,5
I02052,O00922,P0142,2,558.31,15
I02053,O00916,P0177,2,126.16,5
I02054,O00363,P0028,4,785.31,20
I02055,O00825,P0169,4,217.17,15
I02056,O00047,P0155,3,438.15,5
I02057,O00393,P0140,3,317.06,5
I02058,O00027,P0069,3,396.79,5
I02059,O00012,P0040,1,293.68,0
I02060,O00956,P0092,2,699.41,5
I02061,O00282,P0139,1,525.19,10
I02062,O00984,P0200,5,478.55,15
I02063,O00514,P0059,4,496.17,0
I02064,O00405,P0123,5,401.12,10
I02065,O00070,P0109,-1,317.59,0
I02066,O00220,P0029,2,314.28,20
I02067,O00615,P0164,2,790.28,0
I02068,O00239,P0055,4,844.34,0
I02069,O00192,P0064,3,251.6,10
I02070,O00097,P0103,1,1178.64,0
I02071,O00929,P0072,4,327.44,0
I02072,O00632,P0025,1,946.29,15
I02073,O00297,P0071,-5,121.42,20
I02074,O00065,P0121,4,1012.38,15
I02075,O00067,P0198,3,704.01,10
I02076,O00772,P0140,5,249.76,15
I02077,O00003,P0103,5,687.05,0
I02078,O00082,P0114,5,1083.4,0
I02079,O00807,P0058,5,707.95,5
I02080,O00642,P0097,5,203.41,15
I02081,O00552,P0159,2,733.1,10
I02082,O00406,P0179,4,203.94,10
I02083,O00391,P0146,1,567.86,10
I02084,O00268,P0081,1,490.66,10
I02085,O00139,P0185,2,406.19,15
I02086,O00800,P0123,2,474.94,5
