order_id,customer_id,order_date,status,region_code
O00901,C0377,2025-11-10 14:51:15,PLACED,AF
O00902,UNKNOWN,2026-03-17 11:59:35,DELIVERED,NA
O00903,C0246,2026-06-23 20:46:40,DELIVERED,OC
O00904,C0372,2025-10-01 21:22:30,DELIVERED,AF
O00905,C0454,2025-11-14 00:17:36,CANCELLED,SA
O00906,C0262,2025-09-28 06:47:04,CANCELLED,EU
O00907,C0165,2025-09-25 04:07:37,DELIVERED,OC
O00908,C0035,2025-10-31 16:28:23,PLACED,SA
O00909,C0423,2025-10-27 20:01:56,DELIVERED,SA
O00910,C0103,2026-02-04 02:38:30,DELIVERED,AF
O00911,C0431,2025-11-13 08:09:47,DELIVERED,OC
O00912,C0029,2026-05-08 12:22:10,DELIVERED,EU
O00913,C0140,2025-12-30 00:00:00,SHIPPED,AS
O00914,C0085,2026-03-30 00:48:04,SHIPPED,OC
O00915,C0134,2025-08-27 02:03:25,DELIVERED,AS
O00916,C0137,2025-10-26 06:47:35,DELIVERED,AS
O00917,C0204,2025-09-08 00:00:00,DELIVERED,SA
O00918,C0585,2025-09-11 13:26:27,CANCELLED,AF
O00919,C0235,2025-10-26 15:57:08,RETURNED,EU
O00920,C0173,2025-08-25 00:00:00,DELIVERED,AF
O00921,C0092,2025-07-18 07:40:28,SHIPPED,AF
O00922,C0539,2026-03-11 07:44:22,CANCELLED,SA
O00923,C0507,2026-02-14 17:33:42,DELIVERED,EU
O00924,C0273,2026-01-28 00:51:51,DELIVERED,EU
O00925,C0212,2025-08-21 03:40:42,RETURNED,AS
O00926,C0194,2025-09-30 14:54:44,DELIVERED,EU
O00927,UNKNOWN,2026-02-08 02:12:20,SHIPPED,SA
O00928,C0379,2025-11-25 10:40:24,DELIVERED,NA
O00929,UNKNOWN,2026-02-10 17:55:50,DELIVERED,OC
O00930,C0218,2025-11-13 01:57:58,DELIVERED,OC
O00931,C0075,2025-10-25 00:00:00,PLACED,AS
O00932,C0483,2025-09-05 08:52:36,RETURNED,OC
O00933,C0047,2026-04-11 00:00:00,DELIVERED,SA
O00934,C0405,2026-05-20 15:19:16,SHIPPED,AF
O00935,UNKNOWN,2025-10-30 09:43:04,SHIPPED,SA
O00936,C0480,2026-02-20 08:18:45,DELIVERED,AF
O00937,C0267,2025-10-15 11:24:24,PLACED,EU
O00938,C0288,2025-09-16 21:52:12,CANCELLED,AS
O00939,C0270,2025-08-09 01:30:12,DELIVERED,AS
O00940,C0447,2025-11-10 07:43:15,DELIVERED,SA
O00941,C0155,2026-03-07 13:29:45,CANCELLED,OC
O00942,C0055,2026-06-23 21:46:48,PLACED,EU
O00943,UNKNOWN,2025-11-20 22:44:49,DELIVERED,SA
O00944,C0507,2026-02-07 00:00:00,DELIVERED,OC
O00945,C0469,2025-12-31 16:34:02,DELIVERED,EU
O00946,C0096,2025-08-01 02:16:26,SHIPPED,EU
O00947,C0280,2025-08-31 21:50:57,DELIVERED,EU
O00948,C0005,2025-07-23 15:42:11,DELIVERED,SA
O00949,C0253,2026-01-11 05:02:42,DELIVERED,AS
O00950,UNKNOWN,2026-06-28 04:46:01,DELIVERED,SA
O00951,C0109,2026-03-31 17:33:00,SHIPPED,NA
O00952,C0492,2025-07-31 23:45:20,RETURNED,AF
O00953,C0338,2025-08-22 12:46:55,DELIVERED,SA
O00954,C0583,2025-12-08 08:52:46,DELIVERED,OC
O00955,C0057,2025-08-02 06:55:22,DELIVERED,AF
O00956,C0409,2025-08-14 20:09:51,SHIPPED,SA
O00957,C0214,2025-12-25 00:25:13,DELIVERED,AS
O00958,C0158,2025-12-11 14:24:02,DELIVERED,SA
O00959,C0318,2025-09-19 21:42:50,DELIVERED,AS
O00960,C0377,2026-04-12 01:32:34,DELIVERED,SA
O00961,C0577,2026-02-28 21:43:31,PLACED,SA
O00962,C0191,2026-06-23 12:45:54,DELIVERED,NA
O00963,C0475,2026-02-27 14:21:36,DELIVERED,OC
O00964,C0508,2026-03-13 20:33:49,DELIVERED,NA
O00965,C0448,2026-06-02 00:00:00,DELIVERED,AS
O00966,C0131,2026-04-06 09:54:06,DELIVERED,EU
O00967,C0303,2026-04-10 00:01:50,DELIVERED,NA
O00968,C0523,2026-01-01 12:58:00,PLACED,OC
O00969,C0260,2026-03-08 17:56:49,DELIVERED,AF
O00970,UNKNOWN,2025-11-27 12:07:49,DELIVERED,EU
O00971,C0047,2025-11-10 00:00:00,DELIVERED,AS
O00972,C0466,2025-11-18 11:01:52,DELIVERED,AS
O00973,C0192,2026-05-25 20:34:59,PLACED,AF
O00974,C0109,2025-09-27 08:20:12,PLACED,SA
O00975,C0176,2026-04-15 06:10:08,DELIVERED,SA
O00976,C0499,2026-05-02 22:17:44,DELIVERED,AF
O00977,C0405,2026-03-29 22:26:08,PLACED,EU
O00978,UNKNOWN,2026-05-22 16:41:33,PLACED,EU
O00979,C0215,2026-02-04 13:54:41,SHIPPED,EU
O00980,C0552,2025-08-11 21:34:11,DELIVERED,SA
O00981,C0433,2026-07-05 00:00:00,SHIPPED,EU
O00982,C0456,2026-05-01 21:30:22,DELIVERED,SA
O00983,C0207,2026-05-05 06:27:34,DELIVERED,SA
O00984,C0009,2026-01-09 06:04:01,DELIVERED,SA
O00985,C0508,2026-02-17 21:39:05,DELIVERED,AF
O00986,C0038,2025-09-01 13:53:33,DELIVERED,AF
O00987,C0500,2025-08-17 11:30:47,PLACED,NA
O00988,C0324,2026-05-24 01:47:32,SHIPPED,OC
O00989,C0485,2026-05-19 23:55:13,DELIVERED,OC
O00990,C0447,2026-07-04 00:00:00,SHIPPED,EU
O00991,C0449,2026-04-09 16:53:24,SHIPPED,OC
O00992,C0480,2026-01-10 06:07:10,SHIPPED,OC
O00993,C0427,2025-08-19 04:01:42,DELIVERED,OC
O00994,C0484,2026-01-05 07:49:26,DELIVERED,AF
O00995,C0089,2025-11-09 22:31:54,SHIPPED,EU
O00996,C0504,2026-04-04 05:16:07,DELIVERED,SA
O00997,C0215,2026-03-19 15:53:18,RETURNED,AS
O00998,C0366,2026-04-14 05:09:49,SHIPPED,AF
O00999,UNKNOWN,2026-05-06 00:00:00,DELIVERED,AF
O01000,C0576,2026-01-09 03:16:55,SHIPPED,AS
